content_traduzido,sentiment,sentiment_polarity,spacy_lemma
app si bom probleminha comecamos usar app comeca travar dar recado capcut ajuste favor aguardar assim q ficar esperando tempo volta app bom edita bem varios modelos divertidos etc si bom probleminha comecamos usar comeca travar dar recado capcut ajuste favor aguardar assim varios modelo divertidos etc si varios modelo divertidos etc modelo,sadness,positive,"['appr', 'bom', 'problemir', 'comeca', 'usar', 'app', 'comeca', 'travar', 'dar', 'recado', 'capcut', 'ajustir', 'favor', 'aguardar', 'assim', 'ficar', 'esperar', 'tempo', 'volta', 'app', 'bom', 'edita', 'bem', 'vario', 'modelo', 'divertir', 'bom', 'problemir', 'comeca', 'usar', 'comeca', 'travar', 'dar', 'recado', 'capcut', 'ajustir', 'favor', 'aguardar', 'assim', 'vario', 'modelo', 'divertir', 'vario', 'modelo', 'divertir', 'modelo']"
app si bom probleminha comecamos usar app comeca travar dar recado capcut ajuste favor aguardar assim q ficar esperando tempo volta app bom edita bem varios modelos divertidos etc o jeito problema problema redes sociais mostrar forma ajuda vida assim bem bem modelos divertidos deixar redes sociais conta fato modelo ter acostumado app porque assim tempo modelos divertidos rede social fazer media media algum programa televisao rede social fazer apenas media algum programa televisao sabem rede social algum outro programa,sadness,positive,"['appr', 'bom', 'problemir', 'comeca', 'usar', 'app', 'comeca', 'travar', 'dar', 'recado', 'capcut', 'ajustir', 'favor', 'aguardar', 'assim', 'ficar', 'esperar', 'tempo', 'volta', 'app', 'bom', 'edita', 'bem', 'vario', 'modelo', 'divertir', 'etc', 'jeito', 'problema', 'problema', 'rede', 'social', 'mostrar', 'forma', 'ajudo', 'vido', 'assim', 'bem', 'bem', 'modelo', 'divertir', 'deixar', 'rede', 'social', 'contar', 'fato', 'modelo', 'acostumar', 'app', 'assim', 'tempo', 'modelo', 'divertir', 'rede', 'social', 'fazer', 'media', 'media', 'programa', 'rede', 'social', 'fazer', 'apenas', 'media', 'programa', 'saber', 'rede', 'social', 'programa']"
bom algumas mudancas pra gosta personalizar sabe tambem tipo edicao temas personalizaveis ostras configuracoes avatar fotos modo muduras editado editar cores dasletras textos hora data icones lado etc ficaria show obs deixar duas versoes aqui loja what s avancado citei outro normal padrao fica dica sheel padrr sheel muda padrr pode ver nome loja sheel nome loja sheel transforma padr pick up machto muda padr loja pick up machto transforma padr sheels transforma padr pick up machto padr comeca chamar padr o fica tudo hindi,sadness,positive,"['bom', 'mudanco', 'gosta', 'personalizar', 'sabe', 'tipo', 'edicaor', 'tema', 'personalizavel', 'ostras', 'configuracoes', 'avatar', 'foto', 'modo', 'muduro', 'editar', 'editar', 'cor', 'dasletro', 'texto', 'hora', 'data', 'icone', 'lado', 'etc', 'ficar', 'show', 'deixar', 'versoe', 'aqui', 'loja', 'avancar', 'citar', 'normal', 'padrao', 'ficar', 'dico', 'sheel', 'padrr', 'sheel', 'mudar', 'padrr', 'poder', 'ver', 'nome', 'loja', 'sheel', 'nome', 'loja', 'sheel', 'transformar', 'padr', 'machto', 'mudar', 'padr', 'loja', 'machto', 'transforma', 'padr', 'sheels', 'transformar', 'padr', 'machto', 'padr', 'comeca', 'chamar', 'padr', 'ficar', 'hindi']"
bom algumas mudancas pra gosta personalizar sabe tambem tipo edicao temas personalizaveis ostras configuracoes avatar fotos modo muduras editado editar cores dasletras textos hora data icones lado etc ficaria show obs deixar duas versoes aqui loja what s avancado citei outro normal padrao fica dica made made made assim sailo sai what s avancada sailo novo splice souver souver sailo novo splice novo splice novo what s avancada dia ver avancada its novo splays splays splays splays,sadness,positive,"['bom', 'mudanco', 'gosta', 'personalizar', 'sabe', 'tipo', 'edicaor', 'tema', 'personalizavel', 'ostras', 'configuracoes', 'avatar', 'foto', 'modo', 'muduro', 'editar', 'editar', 'cor', 'dasletro', 'texto', 'hora', 'data', 'icone', 'lado', 'etc', 'ficar', 'show', 'deixar', 'versoe', 'aqui', 'loja', 'avancar', 'citar', 'normal', 'padrao', 'ficar', 'dica', 'made', 'made', 'made', 'assim', 'sailo', 'sair', 'avancar', 'sailo', 'novo', 'splice', 'souver', 'souver', 'sailo', 'novo', 'splice', 'novo', 'splice', 'novo', 'what', 'avancar', 'dia', 'ver', 'avancada', 'its', 'novo', 'splay', 'splay', 'splay', 'splay']"
otimo editor videos unico problema uso efeitos pro quebrado video querer adicionado ajuste automatico tentei desativar simplesmente nao saia pro tela ai tentava exportar video nao conseguia ajuste automatico nao desativa espero corrigam logo ja perdi muitos projetos causa disso maior problema video pois existe botao desativar modo descia pro efeitos pro rodar video entao pode simplesmente desligar voltar desligar modo descia modo aparecera desativar tela entao solucionar problema tela necessario fazer compra venda ver resultado real video descia pro entao solucionar voltar pro,sadness,positive,"['otimo', 'editor', 'video', 'unico', 'problema', 'uso', 'efeito', 'pro', 'quebrar', 'video', 'querer', 'adicionar', 'automatico', 'tentar', 'desativar', 'simplesmente', 'saia', 'telo', 'tentava', 'exportar', 'video', 'nao', 'conseguir', 'ajustir', 'automatico', 'nao', 'desativo', 'esperar', 'corrigar', 'logo', 'perdi', 'projeto', 'causar', 'grande', 'problema', 'video', 'existir', 'botao', 'desativar', 'modo', 'descia', 'efeito', 'pro', 'rodar', 'video', 'entao', 'poder', 'simplesmente', 'desligar', 'voltar', 'desligar', 'modo', 'descia', 'modo', 'aparecera', 'desativar', 'tela', 'entao', 'solucionar', 'problema', 'telar', 'necessario', 'fazer', 'compra', 'venda', 'ver', 'resultado', 'real', 'video', 'descer', 'pro', 'entao', 'solucionar', 'voltar', 'pro']"
aplicativo bom muitas opcoes edicao porem peca adicao stikers qdo vc tenta adicionar simplesmente sai projeto rsrs alem chatinho editar camadas stikers desaparece nao p arrastar pagina http w suc pt site suc stikers revec php fazer strikes site disponibiliza editor projeto ruimster if you ver phast stikers http w suc pt site ruimster vcstrikes php phast versao vcsstukers phast site gratuita,sadness,positive,"['aplicativo', 'bom', 'opcoes', 'edicao', 'por', 'pecar', 'adicao', 'stiker', 'tentar', 'adicionar', 'simplesmente', 'sair', 'projeto', 'aler', 'chatinho', 'editar', 'camada', 'Stikers', 'desaparecer', 'arrastar', 'pagina', 'http', 'site', 'suc', 'stiker', 'phpr', 'fazer', 'strikes', 'site', 'disponibilizar', 'editor', 'projeto', 'ver', 'phast', 'stiker', 'http', 'sitar', 'php', 'phast', 'versao', 'vcsstuker', 'phastr', 'site', 'gratuito']"
app bom porem ultimamente nao conseguindo editar videos longos exemplo tentar editar usando filme completo nao consigo assim aperto cima filme app fica branco volta pagina inicial acontece certo tempo favor arrumem apos atualizacao continuou mesma forma agora opcao capaz editar app ficar filme completo novo fica mm final opcao completo sempre entao opcao sempre entao opcoes sempre voltar pagina final tudo mesma ver pack final entao,sadness,positive,"['app', 'bom', 'por', 'ultimamente', 'conseguir', 'editar', 'video', 'longo', 'exemplo', 'tentar', 'editar', 'usar', 'filme', 'completo', 'nao', 'consigo', 'assim', 'aperto', 'filme', 'app', 'ficar', 'branco', 'voltar', 'pagino', 'inicial', 'acontecer', 'tempo', 'favor', 'arrumer', 'apo', 'continuar', 'mesmo', 'forma', 'agora', 'opcao', 'capaz', 'editar', 'app', 'ficar', 'filme', 'completo', 'novo', 'ficar', 'final', 'opcao', 'completo', 'sempre', 'entao', 'opcao', 'sempre', 'entao', 'opcoes', 'sempre', 'voltar', 'pagino', 'final', 'mesmo', 'ver', 'pack', 'final', 'entao']"
app bom porem ultimamente nao conseguindo editar videos longos exemplo tentar editar usando filme completo nao consigo assim aperto cima filme app fica branco volta pagina inicial acontece certo tempo favor arrumem apos atualizacao continuou mesma forma sempre modo atualizacao imisco certo tempo ainda assim possivel editar filme modo atualizacao enquanto momento modo promostar sempre fazer varias vezes promostar sempre forma possivel fim possivel promostar possivel mas possivel preciso preciso entao possivel,sadness,positive,"['app', 'bom', 'por', 'ultimamente', 'conseguir', 'editar', 'video', 'longo', 'exemplo', 'tentar', 'editar', 'usar', 'filme', 'completo', 'nao', 'consigo', 'assim', 'aperto', 'filme', 'app', 'ficar', 'branco', 'voltar', 'pagino', 'inicial', 'acontecer', 'tempo', 'favor', 'arrumer', 'apo', 'continuar', 'mesmo', 'forma', 'sempre', 'modo', 'atualizacao', 'imisco', 'tempo', 'ainda', 'assim', 'possivel', 'editar', 'filme', 'modo', 'atualizacao', 'momento', 'modo', 'promostar', 'sempre', 'fazer', 'vario', 'vez', 'promostar', 'sempre', 'forma', 'possivel', 'fim', 'possivel', 'promostar', 'possivel', 'possivel', 'preciso', 'preciso', 'entao', 'possivel']"
shein otimo aplicativo compras acho melhorar algumas coisas exemplo bijouterias nao excelente produto mareia rapido apenas opiniao icone fazendo pequena marca gente iria encontrar perto mim logo ficando melhor,sadness,positive,"['sheinr', 'otimo', 'aplicativo', 'compra', 'achar', 'melhorar', 'coisa', 'exemplo', 'bijouteria', 'nao', 'excelente', 'produto', 'mareia', 'raper', 'apenas', 'opiniao', 'icone', 'fazer', 'pequeno', 'marca', 'gente', 'encontrar', 'perto', 'logo', 'ficar', 'bom']"
shein otimo aplicativo compras acho melhorar algumas coisas exemplo bijouterias nao excelente produto mareia rapido apenas opiniao eu realmente gostei parte lenta historia posso esperar capitulo e fato apenas shesi shesi amor deus historia ela bom relacionamento irma nova ex namorada vou gostar,sadness,positive,"['sheinr', 'otimo', 'aplicativo', 'compra', 'achar', 'melhorar', 'coisa', 'exemplo', 'bijouteria', 'nao', 'excelente', 'produto', 'mareia', 'raper', 'apenas', 'opiniao', 'realmente', 'gostar', 'parte', 'lento', 'historia', 'poder', 'esperar', 'capitulo', 'fato', 'apenas', 'shesi', 'shesi', 'amor', 'historio', 'bom', 'relacionamento', 'irmar', 'novo', 'namorada', 'gostar']"
shein otimo aplicativo compras acho melhorar algumas coisas exemplo bijouterias nao excelente produto mareia rapido apenas opiniao fazer bom produto grande mim no segundo turno eleita vice governadora reeleita camara federal partido trabalhadores,sadness,positive,"['sheinr', 'otimo', 'aplicativo', 'compra', 'achar', 'melhorar', 'coisa', 'exemplo', 'bijouteria', 'nao', 'excelente', 'produto', 'mareia', 'raper', 'apenas', 'opiniao', 'fazer', 'bom', 'produto', 'grande', 'eu', 'segundo', 'turno', 'eleita', 'vice', 'governadora', 'reeleita', 'federal', 'partir', 'trabalhador']"
shein otimo aplicativo compras acho melhorar algumas coisas exemplo bijouterias nao excelente produto mareia rapido apenas opiniao boa seleader moda boa empresa listed,sadness,positive,"['sheinr', 'otimo', 'aplicativo', 'compra', 'achar', 'melhorar', 'coisa', 'exemplo', 'bijouteria', 'nao', 'excelente', 'produto', 'mareia', 'raper', 'apenas', 'opiniao', 'bom', 'seleader', 'moda', 'bom', 'empresa', 'listed']"
app excelente facil usar bastante coisa disponivel pra trabalhar cancelei assinatura porque fiz compra grafica material personalizei nao recebi produto nao dao retorno respeito porque produto tao bom final mes comeco bom preco contrato anos empresa feliz vai ficar tempo pois anos vida amigo aposta vai poder fazer coisas boas contrato amigo vai ficar deixa pagar produto vou valer algumas horas eu quero ter contrato renovado vou trabalhar graca futuro proximos meses,sadness,positive,"['app', 'excelente', 'facil', 'usar', 'bastante', 'coisa', 'disponivel', 'trabalhar', 'cancelei', 'assinaturar', 'fiz', 'compra', 'grafica', 'material', 'personalizei', 'recebi', 'produto', 'nao', 'retorno', 'respeito', 'produto', 'bom', 'final', 'comeco', 'bom', 'preco', 'contrato', 'ano', 'empresa', 'feliz', 'ficar', 'tempo', 'ano', 'vidar', 'amigo', 'aposta', 'poder', 'fazer', 'coisa', 'bom', 'contrato', 'amigo', 'ficar', 'deixar', 'pagar', 'produto', 'valer', 'hora', 'querer', 'ter', 'contrato', 'renovar', 'trabalhar', 'graca', 'futuro', 'proximo', 'mês']"
bom nao opcao aumentar velocidade videos melhor update q ja original adicionarem rebaixo app q chance perder a partir appq disponivel windows mobile sendo produto propria plataforma,sadness,positive,"['bom', 'opcao', 'aumentar', 'velocidade', 'video', 'melhor', 'update', 'original', 'adicionar', 'rebaixo', 'app', 'chancer', 'perder', 'partir', 'appq', 'disponivel', 'mobile', 'produto', 'proprio', 'plataforma']"
bom nao opcao aumentar velocidade videos melhor update q ja original adicionarem rebaixo app full action mbg versao,sadness,positive,"['bom', 'opcao', 'aumentar', 'velocidade', 'video', 'melhor', 'update', 'original', 'adicionar', 'rebaixo', 'app', 'action', 'versao']"
aplicativo altamente otimizado proporcionando experiencia excepcional navegacao suave tempos carregamento sao rapidos consumo recursos minimo eficiencia notavel garantindo desempenho excepcional longa duracao bateria escolha ideal busca app rapido eficiente alto desempenho o app pode usado auxiliar operador gestao sistemas operacionais reduzir tempo instalacao bateria capaz comunicar utilizado calculos parametros carregamento controle sistema operacional,happiness,positive,"['aplicativo', 'altamente', 'otimizar', 'proporcionar', 'experiencia', 'excepcional', 'navegacao', 'suave', 'tempo', 'carregamento', 'sao', 'rapir', 'consumo', 'recurso', 'minimo', 'eficiencia', 'notavel', 'garantir', 'desempenho', 'excepcional', 'longo', 'duracao', 'baterio', 'ideal', 'busco', 'rapir', 'eficiente', 'alto', 'desempenho', 'app', 'poder', 'usar', 'auxiliar', 'gestao', 'sistema', 'operacional', 'reduzir', 'tempo', 'instalacao', 'bateria', 'capaz', 'comunicar', 'utilizar', 'calculo', 'parametro', 'carregamento', 'controle', 'sistema', 'operacional']"
intuitivo facil usar muitas ferramentas gratis criar conteudos gostei bastante super indicotos alem proporcionar estrutura trabalho amigavel colaborativa a forma gratis facilita aprendizado novo usuario permite desenvolvido facilmente usuario independentemente genero sexo raca,happiness,positive,"['intuitivo', 'facil', 'usar', 'ferramenta', 'gratil', 'criar', 'conteudo', 'gostar', 'bastante', 'super', 'indicoto', 'aler', 'proporcionar', 'estrutura', 'trabalho', 'amigavel', 'colaborativar', 'forma', 'gratis', 'facilitar', 'aprendizar', 'novo', 'usuario', 'permitir', 'desenvolver', 'facilmente', 'usuario', 'independentemente', 'genero', 'sexo', 'racar']"
intuitivo facil usar muitas ferramentas gratis criar conteudos gostei bastante super indico e possivel criacao novas gratis interessantes criar gratis elaborados bastante intuitivo facilitado usar muitas ferramentas criar conteudos gostei super intimo suponco e possivel simples simples jeito gratis,happiness,positive,"['intuitivo', 'facil', 'usar', 'ferramenta', 'gratil', 'criar', 'conteudo', 'gostar', 'bastante', 'super', 'indico', 'possivel', 'criacao', 'novo', 'gratis', 'interessante', 'criar', 'grati', 'elaborar', 'bastante', 'intuitivo', 'facilitar', 'usar', 'ferramenta', 'criar', 'conteudo', 'gostar', 'super', 'intimo', 'suponco', 'possivel', 'simples', 'simples', 'jeito', 'gratis']"
app maravilhoso bom alem economizar espaco tbm algumas opcoes filtros boms gosto coracao roxo coracao roxo dependendo ti verde roxo amarelo laranja azul amarelo verde amarelo azul azul amarelo,happiness,positive,"['app', 'maravilhoso', 'bom', 'aler', 'economizar', 'espaco', 'tbm', 'filtro', 'Boms', 'roxo', 'coracao', 'roxo', 'depender', 'verde', 'roxo', 'amarelo', 'laranja', 'azul', 'amarelo', 'verde', 'amarelo', 'azul', 'azul', 'amarelo']"
app maravilhoso bom alem economizar espaco tbm algumas opcoes filtros boms gosto coracao roxo coracao roxo coraco verde coraco amarelo coraco amarelo maior tudo cor branca brilhante opcoes bonitos como muita opcao escolha tinturar tintura tintura tintura,happiness,positive,"['app', 'maravilhoso', 'bom', 'aler', 'economizar', 'espaco', 'tbm', 'filtro', 'Boms', 'roxo', 'coraco', 'verde', 'coraco', 'amarelo', 'coraco', 'amarelo', 'grande', 'cor', 'branco', 'brilhante', 'opcoes', 'bonito', 'opcao', 'escolha', 'tinturar', 'tintura', 'tintura', 'tinturo']"
otimo organizado varias funcoes edicao contar tambem inumeras opcoes personalizacao recomendo arte vestir cima paetes jaquetas,happiness,positive,"['otimo', 'organizar', 'varia', 'Funcoes', 'edicao', 'contar', 'tambem', 'inumera', 'opcoes', 'personalizacao', 'recomendo', 'arte', 'vestir', 'paete', 'jaqueta']"
otimo organizado varias funcoes edicao contar tambem inumeras opcoes personalizacao recomendo postagem em outubro criado servico postagem pagina todos visitantes avisados postagens blog oficial blog empresa,happiness,positive,"['otimo', 'organizar', 'varia', 'Funcoes', 'edicao', 'contar', 'tambem', 'inumera', 'opcoes', 'personalizacao', 'recomendar', 'postagem', 'outubro', 'criar', 'servico', 'postagem', 'paginar', 'visitante', 'avisar', 'postagem', 'blog', 'oficial', 'blog', 'empresa']"
