content,sentiment,sentiment_polarity
"Essa atualização do Status, está simplesmente HORRÍVEL !! Qual a necessidade de colocar um monte de canal ? Sem necessidade nenhuma !! Detalhe, é algo que não influencia em nada. Certamente grande parte das pessoas que usam o app, e tiveram seu app atualizado SEM AO MENOS TEREM ATUALIZADO PORQUÊ QUERIAM, não gostaram dessa nova função. Já temos um monte de meio de comunicação para esses fins. 🌚🤡",anger,negative
"A última atualização do layout ficou horrível!! Se perde um tempo procurando as figurinhas e emoticons. Sem falar o espaço que se perde de tela, quando abre essas opções. Cada atualização é uma nova decepção.",anger,negative
"Gosto mas há inconvenientes. Enfim, gostaria de ter mais informações. Posso e se sim como faço para usar o business e manter tudo o que tenho nesse. Sei que talvez o ideal talvez fosse usar dois chips, mas só tenho um e não pretendo comprar outro. O que gostaria se fazer é usar o business enviando tudo o que há nesse. Conversas, cobtatos, enfim, tudo. Gostaria de usar o business como uso esse até hoje. Lembrando, não posso perder dados do atual. Por favor, entre em contato!",sadness,positive
"Na boa, tirem essa opção de ter que segurar o botão pra mandar áudio, é muito irritante clicar e mudar pra vídeo, ninguém usa essa opção de mandar vídeo. Ou pelo menos adicionem uma configuração em que possa desativar a opção de mandar o vídeo ao invés de áudio.",disgust,negative
"Bom, eu não gostei muito da última atualização principalmente por ter adicionado canais, quando tínhamos apenas os status era muito mais fácil de navegar no whatsapp mas com essa nova atualização é meio complicado de saber onde está os status dos outros. Eu espero q na próxima atualização, que vocês voltem com o último design do aplicativo pois era muito mais fácil de manusear fora isso o aplicativo não demonstrou nenhuma falha 👍🏻",disgust,negative
"A última atualização deixou o teclado péssimo e o layout e organização da parte das figurinhas também, fora que ficou pesado a bessa. Querem colocar muita coisa e estão estragando o app. Era muito melhor ele simples do jeito que era. Menos é mais, Meta!",anger,negative
"A nova forma de armazenar contatos pelo WhatsApp para o Android ficou muito ruim. O +55 vem junto com o número e assim não conseguimos fazer ligação com o número armazenado. Tem que fazer o caminho de ""adicionar informações"" para se conseguir isso. Não ficou prático. Além disso existem alguns bugs muito ruins, como o cursos desaparecer do nada enquanto se está digitando. Quando você sobe a tela para ler mensagens passadas ele simplesmente pula para mensagens de muito tempo atrás.",disgust,negative
"Essa nova atualização com a mudança na aba de figurinhas está horrível!! Virou bagunça, a cada figurinha selecionada nas recentes volta para a sequência de favoritas, aí você precisa subir novamente até às recentes. Péssimo para idosos e pessoas com alguma dificuldade, e também para jovens pois foi muito mal pensada ou mal executada essa ideia!!",anger,negative
"Gente o que está acontecendo com o whatsapp?? Está horrível MDS, atualizou os status e não tem a lupa de pesquisa dos status que agora é chamada de ""atualizações"". Sem falar da câmera pra que duas câmeras na mesma página de ""atualizações"". Uma na aba de pesquisa aonde era pra ser a lupa e a outra dos status normal.",anger,negative
"Muito bom o app, sempre usei sem problema nenhum, a única coisa que não gostei foi da última atualização. Você pode seguir canais grandes e aprender cada vez mais sobre o canal, mas isso me atrapalhou bastante, e sem querer segui um canal que não queria e não consegui parar de seguir.",sadness,positive
"Horrível o que fizeram com o layout das figurinhas, atualizem e façam melhorias, mas não mude o que está bom! Depois da atualização a gravação de áudio ficou cortando e não sai o áudio todo e o celular fica reinando e agora tá com lentidão só abrir a câmera e trava o celular.",anger,negative
"O WhatsApp era muito bom, mas Agora, de uns tempos para cá ele anda apresentando bugs, para mandar mensagem de texto é ok, só que quando eu tento ligar para alguém (sendo apenas chamada ou chamada de vídeo) ele trava, não mostra a cara da pessoa, não conseguimos ouvir o outro e ele trava, não conseguimos desligar a chamada, não conseguimos enviar mensagem, não conseguimos fazer nada! Isso acaba estressando pois só fica aparecendo notificações escritas: ""o WhatsApp não está respondendo."" .",disgust,negative
"Essa atualização com canais cobrindo os status ficou HORRÍVEL. Ninguém se importa com canais, cobre todo o espaço dos status, aí precisa ficar clicando pra abrir a aba de status. RIDÍCULO!!! Cria uma aba separada pra esse lixo de canais e que de preferência pra ocultar os canais e não os status",anger,negative
"Poderia botar a função de ver a foto so uma vez no status tbm, e tambem a funçao de usa uma capa igual no twitter (e a função de ocultar a capa), e também a função de usar uma descrição, igual no whatsapp business (e a função de ocultar isso tbm. E por favor, bote a função de bloquear varias conversas de uma só vez, vai ajudar quem tem muitas conversas, que precisa de privacidade.",neutral,neutral
"Att: odiei essa nova atualização, principalmente que agora você não pode mais apagar varios status de uma vez",anger,negative
"Estou tendo problemas para compartilhar comprovante. Mensagem: ""não é possível enviar mensagem vazia"". Outro problema: muitas vezes qdo envio um arquivo imagem ou vídeo, fica travado e rodando o envio. Depois de uns 40 segundos que libera.",disgust,negative
"Extremente HORRÍVEL a última atualização das figurinhas, está tudo desorganizado e bugando elas todas. quando clica aparece noutro lugar, aí tem que voltar e achar qual enviou e qual não. Nada padronizado e tudo fora de ordem. Só tem uma estrela porque não tem como dar nota zero. Não está notificando mensagens.",anger,negative
"O novo jeito que ficam as figurinhas e emojis ficou mto ruim, fotos e vídeos que tinha no meu celular do WhatsApp sumiram do nada da minha galeria, no aplicativo o backup tem o mesmo tamanho de arquivos, porém na galeria não aparecem mais. Já fiz backup, já atualizei e não funcionou.",disgust,negative
"É complicado viver sem WhatsApp hoje em dia, só que tudo bem. O aplicativo é bom, dá pra mandar fotos, áudios e vídeos bem, tem um sistema de mensagens bom e tudo mais. Até aí maravilhoso. Primeiro eles criaram o botão de comunidade, legal e tal. Agora eles colocarem o ""Status"" como ""Atualizações"" e enfiarem os canais na seção de status em vez da de comunidade, ainda colocando essa função de ""Status vistos"" que só atrapalha mais a vida, complica né?",sadness,positive
"Detestei essa nova atualização, ficou uma poluição visual com essas contas que sugerem para seguir, os status aparece a foto da pessoa , e só dá pra ver se vc clicar , não tem como saber mais o conteúdo antes de abrir como antes mostrava sempre o conteúdo do último status não gostei",disgust,negative
Com a adição dos canais tornou-se horrível o manuseio dos status. Sem contar que a usabilidade dos canais não é nada satisfatório ao contrário do concorrente que entrega um experiência muito mais suave e inteligente. Terão que melhorar e muito!,anger,negative
"Lamentável!!!Ouvir o áudio das mensagens se tornou quase impossível. Só funciona quando o aplicativo quer: Parece jogo de sorte ou azar!!! Nunca se sabe quando se vai ganhar ou perder. Por gentileza,tentem melhorar esta função.",disgust,negative
"Um aplicativo ótimo para a sua comunicação do dia a dia, é muito bom saber que sem o whatsapp vários celulares iriam ser uma coisa meio ""sem graça"". Considero o whatsapp o essencial de todo aparelho digital físico, serve para várias coisas, como por exemplo: ligações, mensagens de texto, mostrar ao seus amigos/parentes seu dia dia com os status, e além do mais o mais legal é que tem a função ""modo escuro"" que eu acho na minha opinião que deixa o whatsapp um aplicativo bastante ""evoluido"".",happiness,positive
"A experiência com os Emojis e figurinhas foi destruída com essa nova atualização, ficou simplesmente horrível. A antiga interface era mil vezes melhor. Além de feia visualmente, essa nova interface é uma pura bagunça",anger,negative
"O aplicativo é realmente mt bom , mais eu acho que ele tem muitas atualizações desnecessárias. Tipo poderia ter coisas muito melhores que realmente são úteis , por exemplo , colocar vídeos de papel de parede da sala de conversa. O modo escuro poderia ser totalmente preto doque esse azul escuro , ter mais cores também. E etc.",sadness,positive
"Essa nova opção de canais nos status é simplesmente horrível, estão empurrando uma coisa que não tem nada haver com o propósito desse app. Só vou mudar a avaliação quando essa função inútil puder ser desativada e a aba de status volte a ser como antes",anger,negative
"Achei horrível essa atualização nova. O design é horroroso, deveria ser opcional, não quero o canal de ninguém na parte dos status, só dos meus contatos. O app tem tudo pra ser ótimo, mas essas novas atualizações estão piorando tudo, depois da atualização da mensagem de vídeo tudo desandou, por favor melhore, daqui a pouco será impossível usar o Whatsapp!",anger,negative
"Na última atualização o layout das figurinhas ficou péssimo. Além de que está dando muito problema para ouvir áudios, ele inicia e ja pausa, e não toca mais. Preciso fechar o app todo e abrir novamente.",disgust,negative
"O app e consideravelmente relevante, mas não é mil maravilhas, o app em ci cumpre muito bem sua palavra, pode conversar com os amigos e mandar áudios, mas ai que vem o problema, quando eu mando fotos ou vídeos, o app tira muito de sua qualidade gráfica, exemplo: mando um vídeo em 1080p, ele chega a pessoa em uma qualidade MUITO mais baixa do que mandei, isso é simplesmente insuportável, sugestão: poderia ter um modo de alterar o app para o modo escuro, por que as vezes meus olhos queimam ao usar",sadness,positive
"A configuração do visto por último, não está funcionando. Eu deixo o meu em: ""meus contatos, exceto""... E infelizmente não está ativando. Corrijam o erro por favor! E não é problema na atualização. Eu não gosto de deixar certas pessoas virem o meu on-line ativo. Se corrigirem, dou mais estrelas .",disgust,negative
